# t x y z qx qy qz qw vx vy vz
5.900000 -7.813692 -23.383441 172.914997 0.006257 0.193572 0.860414 -0.471359 -0.367347 -1.894534 58.142892
5.903333 -7.814951 -23.389734 173.108859 0.005768 0.193456 0.860482 -0.471288 -0.388504 -1.881165 58.173829
5.906667 -7.816282 -23.395983 173.302823 0.005269 0.193338 0.860555 -0.471209 -0.409632 -1.868328 58.204747
5.910000 -7.817682 -23.402190 173.496890 0.004760 0.193216 0.860634 -0.471121 -0.430728 -1.856011 58.235650
5.913333 -7.819153 -23.408357 173.691061 0.004240 0.193091 0.860717 -0.471024 -0.451791 -1.844200 58.266540
5.916667 -7.820694 -23.414485 173.885334 0.003709 0.192964 0.860806 -0.470919 -0.472823 -1.832872 58.297419
5.920000 -7.822305 -23.420577 174.079710 0.003168 0.192833 0.860900 -0.470805 -0.493824 -1.822005 58.328289
5.923333 -7.823986 -23.426633 174.274189 0.002615 0.192699 0.860999 -0.470682 -0.514794 -1.811571 58.359155
5.926667 -7.825737 -23.432655 174.468771 0.002052 0.192563 0.861103 -0.470549 -0.535738 -1.801537 58.390018
5.930000 -7.827558 -23.438644 174.663456 0.001477 0.192423 0.861213 -0.470407 -0.556656 -1.791872 58.420884
5.933333 -7.829448 -23.444601 174.858244 0.000891 0.192280 0.861329 -0.470256 -0.577552 -1.782540 58.451754
5.936667 -7.831408 -23.450528 175.053134 0.000294 0.192133 0.861450 -0.470094 -0.598430 -1.773509 58.482633
5.940000 -7.833438 -23.456425 175.248128 -0.000314 0.191983 0.861577 -0.469923 -0.619290 -1.764746 58.513526
5.943333 -7.835537 -23.462293 175.443224 -0.000934 0.191829 0.861709 -0.469742 -0.640137 -1.756222 58.544437
5.946667 -7.837705 -23.468133 175.638424 -0.001565 0.191672 0.861848 -0.469551 -0.660972 -1.747912 58.575369
5.950000 -7.839943 -23.473946 175.833727 -0.002207 0.191509 0.861993 -0.469349 -0.681798 -1.739793 58.606329
5.953333 -7.842250 -23.479732 176.029133 -0.002861 0.191342 0.862143 -0.469136 -0.702614 -1.731851 58.637320
5.956667 -7.844627 -23.485492 176.224642 -0.003525 0.191169 0.862300 -0.468913 -0.723421 -1.724074 58.668346
5.960000 -7.847073 -23.491226 176.420255 -0.004200 0.190991 0.862464 -0.468680 -0.744220 -1.716456 58.699412
5.963333 -7.849589 -23.496935 176.615972 -0.004886 0.190805 0.862635 -0.468435 -0.765009 -1.708995 58.730522
5.966667 -7.852173 -23.502620 176.811792 -0.005581 0.190612 0.862812 -0.468179 -0.785787 -1.701692 58.761677
5.970000 -7.854827 -23.508280 177.007717 -0.006287 0.190411 0.862996 -0.467912 -0.806554 -1.694551 58.792880
5.973333 -7.857550 -23.513917 177.203745 -0.007002 0.190200 0.863188 -0.467633 -0.827307 -1.687578 58.824132
5.976667 -7.860343 -23.519531 177.399877 -0.007726 0.189980 0.863388 -0.467344 -0.848045 -1.680779 58.855432
5.980000 -7.863204 -23.525123 177.596115 -0.008459 0.189747 0.863595 -0.467042 -0.868768 -1.674157 58.886780
5.983333 -7.866134 -23.530692 177.792456 -0.009200 0.189503 0.863810 -0.466729 -0.889475 -1.667717 58.918171
5.986667 -7.869134 -23.536241 177.988902 -0.009949 0.189246 0.864033 -0.466404 -0.910165 -1.661460 58.949603
5.990000 -7.872202 -23.541769 178.185454 -0.010705 0.188975 0.864265 -0.466068 -0.930840 -1.655383 58.981070
5.993333 -7.875339 -23.547277 178.382110 -0.011469 0.188689 0.864506 -0.465720 -0.951499 -1.649484 59.012565
5.996667 -7.878545 -23.552766 178.578871 -0.012239 0.188389 0.864754 -0.465360 -0.972144 -1.643755 59.044082
6.000000 -7.881820 -23.558236 178.775737 -0.013017 0.188073 0.865012 -0.464988 -0.992776 -1.638189 59.075613
6.003333 -7.885164 -23.563688 178.972708 -0.013800 0.187741 0.865278 -0.464604 -1.013396 -1.632778 59.107150
6.006667 -7.888576 -23.569121 179.169784 -0.014591 0.187394 0.865552 -0.464208 -1.034007 -1.627513 59.138684
6.010000 -7.892057 -23.574538 179.366966 -0.015388 0.187032 0.865835 -0.463801 -1.054608 -1.622386 59.170210
6.013333 -7.895607 -23.579938 179.564252 -0.016193 0.186655 0.866126 -0.463382 -1.075200 -1.617391 59.201719
6.016667 -7.899225 -23.585321 179.761644 -0.017004 0.186264 0.866425 -0.462951 -1.095783 -1.612525 59.233206
6.020000 -7.902912 -23.590688 179.959140 -0.017824 0.185859 0.866732 -0.462508 -1.116357 -1.607786 59.264665
6.023333 -7.906668 -23.596039 180.156742 -0.018651 0.185442 0.867046 -0.462054 -1.136920 -1.603175 59.296093
6.026667 -7.910492 -23.601376 180.354448 -0.019486 0.185012 0.867368 -0.461588 -1.157471 -1.598697 59.327486
6.030000 -7.914384 -23.606698 180.552258 -0.020330 0.184572 0.867696 -0.461111 -1.178007 -1.594359 59.358844
6.033333 -7.918345 -23.612005 180.750173 -0.021183 0.184121 0.868031 -0.460623 -1.198527 -1.590167 59.390165
6.036667 -7.922374 -23.617299 180.948193 -0.022045 0.183661 0.868372 -0.460123 -1.219028 -1.586130 59.421450
6.040000 -7.926472 -23.622580 181.146316 -0.022917 0.183193 0.868719 -0.459612 -1.239509 -1.582256 59.452700
6.043333 -7.930637 -23.627848 181.344544 -0.023798 0.182717 0.869071 -0.459090 -1.259969 -1.578552 59.483916
6.046667 -7.934871 -23.633104 181.542876 -0.024690 0.182234 0.869429 -0.458557 -1.280407 -1.575021 59.515100
6.050000 -7.939173 -23.638348 181.741311 -0.025592 0.181744 0.869792 -0.458013 -1.300822 -1.571665 59.546255
6.053333 -7.943544 -23.643582 181.939851 -0.026505 0.181249 0.870160 -0.457458 -1.321217 -1.568482 59.577383
6.056667 -7.947982 -23.648805 182.138494 -0.027428 0.180749 0.870532 -0.456893 -1.341592 -1.565467 59.608485
6.060000 -7.952487 -23.654018 182.337240 -0.028362 0.180243 0.870909 -0.456317 -1.361950 -1.562612 59.639565
6.063333 -7.957061 -23.659223 182.536091 -0.029306 0.179734 0.871290 -0.455731 -1.382294 -1.559905 59.670625
6.066667 -7.961703 -23.664418 182.735045 -0.030261 0.179219 0.871675 -0.455135 -1.402627 -1.557334 59.701666
6.070000 -7.966412 -23.669605 182.934102 -0.031227 0.178701 0.872064 -0.454528 -1.422953 -1.554884 59.732691
6.073333 -7.971189 -23.674784 183.133263 -0.032202 0.178179 0.872456 -0.453912 -1.443273 -1.552542 59.763701
6.076667 -7.976034 -23.679956 183.332527 -0.033189 0.177653 0.872852 -0.453286 -1.463591 -1.550296 59.794700
6.080000 -7.980946 -23.685120 183.531894 -0.034185 0.177124 0.873251 -0.452650 -1.483909 -1.548134 59.825689
6.083333 -7.985927 -23.690277 183.731364 -0.035192 0.176591 0.873653 -0.452004 -1.504228 -1.546051 59.856672
6.086667 -7.990975 -23.695427 183.930938 -0.036209 0.176055 0.874058 -0.451349 -1.524547 -1.544043 59.887650
6.090000 -7.996090 -23.700570 184.130615 -0.037236 0.175515 0.874466 -0.450685 -1.544866 -1.542111 59.918628
6.093333 -8.001274 -23.705708 184.330396 -0.038273 0.174972 0.874877 -0.450011 -1.565182 -1.540259 59.949609
6.096667 -8.006525 -23.710839 184.530280 -0.039319 0.174425 0.875291 -0.449329 -1.585493 -1.538498 59.980596
6.100000 -8.011844 -23.715964 184.730266 -0.040374 0.173876 0.875707 -0.448637 -1.605794 -1.536839 60.011592
6.103333 -8.017230 -23.721085 184.930357 -0.041440 0.173323 0.876125 -0.447936 -1.626082 -1.535297 60.042603
6.106667 -8.022684 -23.726200 185.130551 -0.042514 0.172767 0.876545 -0.447227 -1.646352 -1.533889 60.073630
6.110000 -8.028206 -23.731311 185.330848 -0.043597 0.172208 0.876968 -0.446509 -1.666600 -1.532631 60.104677
6.113333 -8.033795 -23.736418 185.531248 -0.044690 0.171646 0.877393 -0.445783 -1.686822 -1.531539 60.135747
6.116667 -8.039451 -23.741521 185.731753 -0.045791 0.171081 0.877819 -0.445048 -1.707014 -1.530626 60.166842
6.120000 -8.045175 -23.746622 185.932361 -0.046900 0.170513 0.878247 -0.444305 -1.727175 -1.529903 60.197962
6.123333 -8.050966 -23.751721 186.133073 -0.048019 0.169942 0.878677 -0.443554 -1.747302 -1.529375 60.229109
6.126667 -8.056823 -23.756818 186.333888 -0.049146 0.169368 0.879108 -0.442795 -1.767397 -1.529043 60.260283
6.130000 -8.062748 -23.761915 186.534808 -0.050281 0.168792 0.879541 -0.442028 -1.787461 -1.528904 60.291481
6.133333 -8.068740 -23.767011 186.735831 -0.051424 0.168213 0.879975 -0.441253 -1.807496 -1.528948 60.322702
6.136667 -8.074798 -23.772108 186.936959 -0.052575 0.167632 0.880410 -0.440470 -1.827508 -1.529160 60.353942
6.140000 -8.080923 -23.777206 187.138191 -0.053734 0.167048 0.880846 -0.439680 -1.847501 -1.529520 60.385200
6.143333 -8.087115 -23.782305 187.339527 -0.054901 0.166461 0.881282 -0.438883 -1.867483 -1.530006 60.416469
6.146667 -8.093373 -23.787406 187.540968 -0.056076 0.165873 0.881720 -0.438078 -1.887460 -1.530591 60.447746
6.150000 -8.099698 -23.792509 187.742512 -0.057258 0.165282 0.882158 -0.437266 -1.907440 -1.531245 60.479027
6.153333 -8.106089 -23.797615 187.944161 -0.058448 0.164689 0.882596 -0.436447 -1.927430 -1.531941 60.510306
6.156667 -8.112547 -23.802722 188.145914 -0.059645 0.164094 0.883035 -0.435620 -1.947438 -1.532650 60.541579
6.160000 -8.119072 -23.807832 188.347772 -0.060850 0.163497 0.883474 -0.434787 -1.967471 -1.533344 60.572842
6.163333 -8.125664 -23.812944 188.549733 -0.062061 0.162898 0.883913 -0.433948 -1.987533 -1.534003 60.604092
6.166667 -8.132323 -23.818059 188.751799 -0.063279 0.162298 0.884352 -0.433101 -2.007629 -1.534606 60.635327
6.170000 -8.139048 -23.823175 188.953969 -0.064504 0.161696 0.884791 -0.432248 -2.027761 -1.535141 60.666545
6.173333 -8.145841 -23.828293 189.156242 -0.065736 0.161092 0.885230 -0.431389 -2.047930 -1.535602 60.697746
6.176667 -8.152701 -23.833412 189.358620 -0.066975 0.160487 0.885668 -0.430524 -2.068135 -1.535989 60.728930
6.180000 -8.159629 -23.838533 189.561102 -0.068220 0.159881 0.886106 -0.429652 -2.088371 -1.536311 60.760099
6.183333 -8.166624 -23.843654 189.763688 -0.069471 0.159273 0.886543 -0.428774 -2.108635 -1.536582 60.791258
6.186667 -8.173686 -23.848777 189.966377 -0.070728 0.158665 0.886979 -0.427891 -2.128918 -1.536826 60.822409
6.190000 -8.180816 -23.853900 190.169170 -0.071992 0.158055 0.887415 -0.427001 -2.149212 -1.537069 60.853558
6.193333 -8.188014 -23.859024 190.372067 -0.073262 0.157444 0.887850 -0.426106 -2.169507 -1.537346 60.884712
6.196667 -8.195280 -23.864149 190.575068 -0.074537 0.156833 0.888284 -0.425206 -2.189792 -1.537692 60.915876
6.200000 -8.202613 -23.869275 190.778173 -0.075818 0.156220 0.888716 -0.424300 -2.210055 -1.538146 60.947057
6.203333 -8.210013 -23.874403 190.981382 -0.077105 0.155607 0.889147 -0.423389 -2.230285 -1.538748 60.978261
6.206667 -8.217481 -23.879534 191.184695 -0.078397 0.154994 0.889578 -0.422472 -2.250471 -1.539535 61.009496
6.210000 -8.225016 -23.884667 191.388112 -0.079694 0.154380 0.890006 -0.421551 -2.270605 -1.540541 61.040766
6.213333 -8.232619 -23.889805 191.591634 -0.080997 0.153765 0.890433 -0.420624 -2.290677 -1.541795 61.072076
6.216667 -8.240288 -23.894946 191.795259 -0.082304 0.153150 0.890859 -0.419693 -2.310683 -1.543322 61.103430
6.220000 -8.248023 -23.900094 191.998990 -0.083617 0.152535 0.891282 -0.418757 -2.330618 -1.545135 61.134830
6.223333 -8.255825 -23.905248 192.202825 -0.084934 0.151920 0.891704 -0.417816 -2.350482 -1.547243 61.166275
6.226667 -8.263693 -23.910409 192.406765 -0.086256 0.151304 0.892124 -0.416871 -2.370276 -1.549642 61.197767
6.230000 -8.271627 -23.915579 192.610810 -0.087583 0.150689 0.892542 -0.415922 -2.390004 -1.552322 61.229300
6.233333 -8.279626 -23.920759 192.814960 -0.088913 0.150074 0.892958 -0.414969 -2.409675 -1.555262 61.260873
6.236667 -8.287691 -23.925948 193.019216 -0.090248 0.149458 0.893371 -0.414011 -2.429297 -1.558434 61.292478
6.240000 -8.295821 -23.931148 193.223577 -0.091587 0.148844 0.893783 -0.413049 -2.448883 -1.561801 61.324109
6.243333 -8.304017 -23.936360 193.428043 -0.092930 0.148229 0.894192 -0.412084 -2.468445 -1.565323 61.355759
6.246667 -8.312278 -23.941584 193.632615 -0.094277 0.147615 0.894598 -0.411115 -2.487999 -1.568951 61.387419
6.250000 -8.320604 -23.946820 193.837293 -0.095627 0.147001 0.895002 -0.410142 -2.507561 -1.572636 61.419079
6.253333 -8.328995 -23.952068 194.042076 -0.096981 0.146388 0.895404 -0.409166 -2.527145 -1.576328 61.450730
6.256667 -8.337451 -23.957329 194.246964 -0.098339 0.145775 0.895803 -0.408187 -2.546767 -1.579977 61.482364
6.260000 -8.345973 -23.962601 194.451958 -0.099699 0.145163 0.896199 -0.407204 -2.566443 -1.583535 61.513973
6.263333 -8.354561 -23.967886 194.657058 -0.101063 0.144552 0.896592 -0.406219 -2.586183 -1.586961 61.545548
6.266667 -8.363215 -23.973181 194.862262 -0.102429 0.143942 0.896982 -0.405230 -2.606000 -1.590219 61.577084
6.270000 -8.371934 -23.978487 195.067571 -0.103798 0.143333 0.897370 -0.404239 -2.625900 -1.593279 61.608576
6.273333 -8.380721 -23.983802 195.272986 -0.105170 0.142725 0.897754 -0.403245 -2.645890 -1.596123 61.640021
6.276667 -8.389574 -23.989127 195.478505 -0.106545 0.142117 0.898135 -0.402249 -2.665971 -1.598741 61.671418
6.280000 -8.398494 -23.994460 195.684128 -0.107921 0.141511 0.898513 -0.401250 -2.686141 -1.601133 61.702768
6.283333 -8.407482 -23.999801 195.889856 -0.109300 0.140906 0.898888 -0.400248 -2.706397 -1.603311 61.734073
6.286667 -8.416537 -24.005149 196.095689 -0.110681 0.140303 0.899260 -0.399245 -2.726730 -1.605296 61.765338
6.290000 -8.425660 -24.010503 196.301625 -0.112064 0.139701 0.899628 -0.398240 -2.747129 -1.607119 61.796569
6.293333 -8.434851 -24.015863 196.507666 -0.113449 0.139100 0.899993 -0.397233 -2.767579 -1.608820 61.827775
6.296667 -8.444111 -24.021228 196.713810 -0.114835 0.138500 0.900354 -0.396224 -2.788066 -1.610444 61.858965
6.300000 -8.453438 -24.026599 196.920059 -0.116222 0.137903 0.900712 -0.395213 -2.808572 -1.612044 61.890149
6.303333 -8.462834 -24.031975 197.126411 -0.117611 0.137306 0.901066 -0.394201 -2.829077 -1.613676 61.921338
6.306667 -8.472299 -24.037357 197.332868 -0.119001 0.136712 0.901417 -0.393188 -2.849562 -1.615396 61.952544
6.310000 -8.481831 -24.042745 197.539428 -0.120392 0.136119 0.901763 -0.392173 -2.870009 -1.617262 61.983777
6.313333 -8.491432 -24.048139 197.746093 -0.121784 0.135528 0.902107 -0.391158 -2.890398 -1.619328 62.015049
6.316667 -8.501101 -24.053541 197.952862 -0.123177 0.134939 0.902446 -0.390141 -2.910714 -1.621645 62.046368
6.320000 -8.510837 -24.058950 198.159736 -0.124570 0.134352 0.902781 -0.389124 -2.930940 -1.624258 62.077744
6.323333 -8.520640 -24.064369 198.366714 -0.125963 0.133767 0.903113 -0.388106 -2.951065 -1.627205 62.109183
6.326667 -8.530510 -24.069799 198.573797 -0.127357 0.133184 0.903441 -0.387088 -2.971079 -1.630516 62.140692
6.330000 -8.540447 -24.075240 198.780985 -0.128751 0.132603 0.903765 -0.386069 -2.990975 -1.634212 62.172275
6.333333 -8.550450 -24.080694 198.988279 -0.130145 0.132024 0.904084 -0.385050 -3.010749 -1.638307 62.203934
6.336667 -8.560518 -24.086163 199.195678 -0.131538 0.131447 0.904400 -0.384031 -3.030400 -1.642804 62.235669
6.340000 -8.570652 -24.091647 199.403184 -0.132931 0.130872 0.904712 -0.383012 -3.049929 -1.647698 62.267479
6.343333 -8.580851 -24.097148 199.610795 -0.134323 0.130300 0.905019 -0.381994 -3.069343 -1.652976 62.299361
6.346667 -8.591114 -24.102668 199.818513 -0.135715 0.129731 0.905323 -0.380975 -3.088649 -1.658616 62.331311
6.350000 -8.601442 -24.108206 200.026337 -0.137106 0.129163 0.905622 -0.379958 -3.107856 -1.664591 62.363323
6.353333 -8.611833 -24.113765 200.234268 -0.138496 0.128598 0.905917 -0.378940 -3.126977 -1.670867 62.395390
6.356667 -8.622288 -24.119346 200.442307 -0.139885 0.128036 0.906208 -0.377924 -3.146025 -1.677405 62.427504
6.360000 -8.632807 -24.124948 200.650452 -0.141272 0.127476 0.906494 -0.376909 -3.165015 -1.684163 62.459657
6.363333 -8.643388 -24.130574 200.858704 -0.142658 0.126919 0.906776 -0.375895 -3.183964 -1.691096 62.491838
6.366667 -8.654033 -24.136223 201.067064 -0.144043 0.126364 0.907054 -0.374882 -3.202888 -1.698156 62.524039
6.370000 -8.664741 -24.141895 201.275531 -0.145425 0.125812 0.907328 -0.373870 -3.221805 -1.705296 62.556250
6.373333 -8.675512 -24.147591 201.484106 -0.146806 0.125263 0.907597 -0.372860 -3.240731 -1.712468 62.588461
6.376667 -8.686346 -24.153311 201.692788 -0.148184 0.124717 0.907862 -0.371852 -3.259683 -1.719624 62.620662
6.380000 -8.697243 -24.159055 201.901577 -0.149560 0.124173 0.908122 -0.370845 -3.278677 -1.726721 62.652843
6.383333 -8.708204 -24.164823 202.110473 -0.150934 0.123633 0.908379 -0.369841 -3.297729 -1.733717 62.684997
6.386667 -8.719228 -24.170613 202.319477 -0.152305 0.123095 0.908630 -0.368839 -3.316852 -1.740573 62.717116
6.390000 -8.730316 -24.176426 202.528587 -0.153674 0.122560 0.908877 -0.367839 -3.336059 -1.747255 62.749191
6.393333 -8.741469 -24.182261 202.737805 -0.155040 0.122028 0.909120 -0.366841 -3.355360 -1.753734 62.781218
6.396667 -8.752685 -24.188117 202.947129 -0.156402 0.121500 0.909358 -0.365847 -3.374764 -1.759986 62.813191
6.400000 -8.763967 -24.193994 203.156559 -0.157762 0.120974 0.909592 -0.364855 -3.394278 -1.765995 62.845107
6.403333 -8.775314 -24.199890 203.366096 -0.159118 0.120451 0.909821 -0.363866 -3.413905 -1.771749 62.876964
6.406667 -8.786727 -24.205805 203.575739 -0.160470 0.119931 0.910046 -0.362880 -3.433647 -1.777243 62.908760
6.410000 -8.798205 -24.211738 203.785487 -0.161819 0.119415 0.910266 -0.361897 -3.453502 -1.782481 62.940496
6.413333 -8.809750 -24.217688 203.995342 -0.163164 0.118902 0.910482 -0.360918 -3.473468 -1.787472 62.972175
6.416667 -8.821362 -24.223654 204.205302 -0.164505 0.118392 0.910694 -0.359943 -3.493537 -1.792232 63.003800
6.420000 -8.833041 -24.229636 204.415367 -0.165842 0.117885 0.910900 -0.358971 -3.513701 -1.796782 63.035376
6.423333 -8.844787 -24.235633 204.625538 -0.167175 0.117381 0.911103 -0.358003 -3.533950 -1.801151 63.066909
6.426667 -8.856601 -24.241643 204.835813 -0.168503 0.116881 0.911300 -0.357040 -3.554271 -1.805372 63.098406
6.430000 -8.868482 -24.247668 205.046194 -0.169826 0.116384 0.911494 -0.356080 -3.574650 -1.809481 63.129875
6.433333 -8.880432 -24.253707 205.256679 -0.171145 0.115890 0.911682 -0.355126 -3.595071 -1.813519 63.161326
6.436667 -8.892449 -24.259758 205.467269 -0.172459 0.115400 0.911867 -0.354175 -3.615517 -1.817526 63.192766
6.440000 -8.904535 -24.265823 205.677964 -0.173768 0.114913 0.912046 -0.353230 -3.635974 -1.821547 63.224206
6.443333 -8.916689 -24.271902 205.888764 -0.175072 0.114429 0.912222 -0.352289 -3.656424 -1.825623 63.255654
6.446667 -8.928911 -24.277994 206.099669 -0.176370 0.113949 0.912392 -0.351354 -3.676851 -1.829796 63.287120
6.450000 -8.941201 -24.284101 206.310678 -0.177662 0.113473 0.912559 -0.350424 -3.697240 -1.834103 63.318613
6.453333 -8.953559 -24.290222 206.521793 -0.178950 0.112999 0.912720 -0.349499 -3.717577 -1.838582 63.350139
6.456667 -8.965985 -24.296358 206.733012 -0.180231 0.112530 0.912878 -0.348580 -3.737851 -1.843262 63.381706
6.460000 -8.978478 -24.302511 206.944337 -0.181506 0.112063 0.913031 -0.347667 -3.758051 -1.848170 63.413319
6.463333 -8.991039 -24.308680 207.155768 -0.182775 0.111601 0.913179 -0.346760 -3.778167 -1.853329 63.444983
6.466667 -9.003666 -24.314867 207.367304 -0.184038 0.111141 0.913323 -0.345859 -3.798194 -1.858754 63.476703
6.470000 -9.016360 -24.321072 207.578946 -0.185294 0.110685 0.913463 -0.344964 -3.818126 -1.864457 63.508480
6.473333 -9.029120 -24.327297 207.790694 -0.186544 0.110233 0.913598 -0.344076 -3.837961 -1.870444 63.540315
6.476667 -9.041946 -24.333542 208.002548 -0.187787 0.109784 0.913729 -0.343195 -3.857697 -1.876715 63.572209
6.480000 -9.054838 -24.339809 208.214509 -0.189023 0.109339 0.913856 -0.342320 -3.877336 -1.883267 63.604161
6.483333 -9.067795 -24.346098 208.426576 -0.190252 0.108898 0.913978 -0.341453 -3.896880 -1.890093 63.636170
6.486667 -9.080817 -24.352410 208.638750 -0.191474 0.108460 0.914096 -0.340593 -3.916332 -1.897180 63.668232
6.490000 -9.093903 -24.358746 208.851031 -0.192688 0.108025 0.914209 -0.339740 -3.935697 -1.904515 63.700345
6.493333 -9.107055 -24.365107 209.063419 -0.193895 0.107594 0.914319 -0.338895 -3.954981 -1.912080 63.732505
6.496667 -9.120270 -24.371494 209.275914 -0.195094 0.107167 0.914424 -0.338057 -3.974188 -1.919856 63.764707
6.500000 -9.133549 -24.377906 209.488517 -0.196286 0.106743 0.914525 -0.337228 -3.993328 -1.927823 63.796948
6.503333 -9.146892 -24.384346 209.701228 -0.197469 0.106323 0.914621 -0.336407 -4.012405 -1.935961 63.829223
