# t x y z qx qy qz qw vx vy vz
16.626667 -68.381682 -47.436382 1358.409428 -0.223962 -0.007534 -0.621043 0.751059 -7.140045 -3.264048 163.026952
16.630000 -68.405435 -47.447246 1358.952907 -0.224541 -0.008747 -0.619661 0.752014 -7.111875 -3.254298 163.060621
16.633333 -68.429094 -47.458078 1359.496498 -0.225111 -0.009954 -0.618275 0.752969 -7.083691 -3.244585 163.094303
16.636667 -68.452660 -47.468877 1360.040202 -0.225672 -0.011156 -0.616885 0.753924 -7.055490 -3.234920 163.128001
16.640000 -68.476131 -47.479644 1360.584019 -0.226225 -0.012352 -0.615491 0.754878 -7.027269 -3.225310 163.161719
16.643333 -68.499508 -47.490379 1361.127947 -0.226768 -0.013543 -0.614094 0.755832 -6.999027 -3.215767 163.195460
16.646667 -68.522791 -47.501082 1361.671988 -0.227302 -0.014728 -0.612693 0.756786 -6.970761 -3.206296 163.229227
16.650000 -68.545980 -47.511754 1362.216142 -0.227826 -0.015908 -0.611288 0.757739 -6.942469 -3.196904 163.263024
16.653333 -68.569074 -47.522395 1362.760409 -0.228341 -0.017082 -0.609880 0.758693 -6.914150 -3.187597 163.296853
16.656667 -68.592074 -47.533005 1363.304788 -0.228846 -0.018251 -0.608469 0.759646 -6.885804 -3.178379 163.330716
16.660000 -68.614979 -47.543585 1363.849280 -0.229341 -0.019414 -0.607054 0.760600 -6.857428 -3.169254 163.364616
16.663333 -68.637790 -47.554134 1364.393885 -0.229826 -0.020572 -0.605635 0.761553 -6.829024 -3.160224 163.398554
16.666667 -68.660506 -47.564653 1364.938604 -0.230301 -0.021725 -0.604214 0.762506 -6.800590 -3.151288 163.432532
16.670000 -68.683127 -47.575143 1365.483436 -0.230766 -0.022872 -0.602789 0.763459 -6.772129 -3.142448 163.466549
16.673333 -68.705654 -47.585603 1366.028381 -0.231220 -0.024014 -0.601361 0.764412 -6.743640 -3.133699 163.500606
16.676667 -68.728085 -47.596034 1366.573440 -0.231664 -0.025150 -0.599929 0.765365 -6.715126 -3.125039 163.534703
16.680000 -68.750421 -47.606437 1367.118612 -0.232098 -0.026281 -0.598495 0.766318 -6.686589 -3.116461 163.568838
16.683333 -68.772662 -47.616811 1367.663899 -0.232522 -0.027406 -0.597058 0.767270 -6.658032 -3.107960 163.603008
16.686667 -68.794808 -47.627156 1368.209299 -0.232936 -0.028525 -0.595618 0.768223 -6.629457 -3.099524 163.637211
16.690000 -68.816859 -47.637474 1368.754813 -0.233340 -0.029639 -0.594175 0.769175 -6.600869 -3.091146 163.671443
16.693333 -68.838814 -47.647764 1369.300442 -0.233734 -0.030747 -0.592729 0.770127 -6.572271 -3.082812 163.705700
16.696667 -68.860674 -47.658026 1369.846185 -0.234118 -0.031849 -0.591281 0.771078 -6.543667 -3.074510 163.739977
16.700000 -68.882438 -47.668261 1370.392042 -0.234493 -0.032945 -0.589830 0.772029 -6.515063 -3.066226 163.774268
16.703333 -68.904107 -47.678468 1370.938013 -0.234858 -0.034035 -0.588376 0.772979 -6.486461 -3.057945 163.808567
16.706667 -68.925681 -47.688647 1371.484099 -0.235215 -0.035119 -0.586920 0.773929 -6.457865 -3.049651 163.842868
16.710000 -68.947160 -47.698799 1372.030299 -0.235562 -0.036196 -0.585461 0.774878 -6.429278 -3.041330 163.877164
16.713333 -68.968543 -47.708923 1372.576613 -0.235900 -0.037267 -0.584000 0.775826 -6.400703 -3.032965 163.911450
16.716667 -68.989831 -47.719018 1373.123042 -0.236229 -0.038332 -0.582536 0.776774 -6.372141 -3.024542 163.945719
16.720000 -69.011024 -47.729086 1373.669585 -0.236550 -0.039391 -0.581071 0.777721 -6.343592 -3.016046 163.979964
16.723333 -69.032122 -47.739125 1374.216242 -0.236863 -0.040443 -0.579603 0.778666 -6.315055 -3.007462 164.014181
16.726667 -69.053125 -47.749136 1374.763013 -0.237166 -0.041488 -0.578133 0.779611 -6.286528 -2.998778 164.048365
16.730000 -69.074032 -47.759117 1375.309897 -0.237462 -0.042527 -0.576661 0.780555 -6.258007 -2.989982 164.082511
16.733333 -69.094845 -47.769069 1375.856896 -0.237749 -0.043560 -0.575187 0.781497 -6.229485 -2.981064 164.116616
16.736667 -69.115562 -47.778990 1376.404008 -0.238029 -0.044586 -0.573711 0.782438 -6.200957 -2.972013 164.150677
16.740000 -69.136184 -47.788882 1376.951234 -0.238300 -0.045606 -0.572234 0.783379 -6.172413 -2.962824 164.184691
16.743333 -69.156711 -47.798742 1377.498573 -0.238563 -0.046619 -0.570754 0.784317 -6.143844 -2.953488 164.218659
16.746667 -69.177143 -47.808572 1378.046025 -0.238819 -0.047625 -0.569273 0.785255 -6.115239 -2.944001 164.252579
16.750000 -69.197480 -47.818369 1378.593590 -0.239067 -0.048625 -0.567790 0.786191 -6.086585 -2.934361 164.286451
16.753333 -69.217720 -47.828134 1379.141268 -0.239307 -0.049619 -0.566306 0.787126 -6.057870 -2.924563 164.320278
16.756667 -69.237865 -47.837866 1379.689058 -0.239540 -0.050605 -0.564820 0.788060 -6.029081 -2.914610 164.354060
16.760000 -69.257914 -47.847564 1380.236961 -0.239765 -0.051586 -0.563333 0.788991 -6.000206 -2.904500 164.387801
16.763333 -69.277866 -47.857229 1380.784977 -0.239983 -0.052560 -0.561845 0.789922 -5.971232 -2.894236 164.421502
16.766667 -69.297722 -47.866859 1381.333105 -0.240193 -0.053527 -0.560355 0.790851 -5.942150 -2.883823 164.455167
16.770000 -69.317481 -47.876454 1381.881345 -0.240397 -0.054488 -0.558864 0.791778 -5.912951 -2.873266 164.488799
16.773333 -69.337142 -47.886014 1382.429697 -0.240593 -0.055442 -0.557372 0.792703 -5.883631 -2.862570 164.522402
16.776667 -69.356705 -47.895538 1382.978161 -0.240782 -0.056389 -0.555878 0.793627 -5.854189 -2.851747 164.555978
16.780000 -69.376169 -47.905025 1383.526736 -0.240964 -0.057331 -0.554384 0.794549 -5.824627 -2.840804 164.589533
16.783333 -69.395535 -47.914476 1384.075424 -0.241139 -0.058265 -0.552889 0.795469 -5.794955 -2.829756 164.623068
16.786667 -69.414802 -47.923890 1384.624223 -0.241307 -0.059194 -0.551393 0.796387 -5.765188 -2.818616 164.656587
16.790000 -69.433970 -47.933267 1385.173135 -0.241469 -0.060115 -0.549896 0.797304 -5.735349 -2.807401 164.690092
16.793333 -69.453038 -47.942606 1385.722157 -0.241624 -0.061030 -0.548399 0.798218 -5.705469 -2.796131 164.723587
16.796667 -69.472006 -47.951908 1386.271292 -0.241772 -0.061939 -0.546900 0.799131 -5.675586 -2.784828 164.757071
16.800000 -69.490875 -47.961171 1386.820538 -0.241913 -0.062841 -0.545402 0.800041 -5.645751 -2.773516 164.790548
16.803333 -69.509645 -47.970398 1387.369895 -0.242049 -0.063737 -0.543902 0.800950 -5.616021 -2.762224 164.824017
16.806667 -69.528316 -47.979586 1387.919365 -0.242177 -0.064627 -0.542403 0.801856 -5.586464 -2.750982 164.857479
16.810000 -69.546888 -47.988738 1388.468945 -0.242300 -0.065509 -0.540903 0.802760 -5.557160 -2.739824 164.890934
16.813333 -69.565364 -47.997852 1389.018638 -0.242416 -0.066386 -0.539402 0.803662 -5.528195 -2.728786 164.924380
16.816667 -69.583744 -48.006930 1389.568441 -0.242526 -0.067256 -0.537902 0.804562 -5.499668 -2.717909 164.957817
16.820000 -69.602029 -48.015972 1390.118356 -0.242630 -0.068119 -0.536401 0.805459 -5.471683 -2.707236 164.991242
16.823333 -69.620223 -48.024978 1390.668383 -0.242728 -0.068976 -0.534900 0.806354 -5.444355 -2.696809 165.024653
16.826667 -69.638326 -48.033951 1391.218521 -0.242820 -0.069827 -0.533399 0.807247 -5.417802 -2.686676 165.058048
16.830000 -69.656343 -48.042890 1391.768770 -0.242906 -0.070671 -0.531898 0.808137 -5.392148 -2.676884 165.091424
16.833333 -69.674276 -48.051798 1392.319130 -0.242987 -0.071509 -0.530398 0.809025 -5.367518 -2.667481 165.124778
16.836667 -69.692128 -48.060674 1392.869602 -0.243062 -0.072340 -0.528897 0.809911 -5.344040 -2.658516 165.158106
16.840000 -69.709905 -48.069522 1393.420184 -0.243131 -0.073165 -0.527397 0.810794 -5.321837 -2.650034 165.191405
16.843333 -69.727609 -48.078342 1393.970878 -0.243195 -0.073984 -0.525897 0.811674 -5.301033 -2.642083 165.224672
16.846667 -69.745247 -48.087137 1394.521682 -0.243253 -0.074796 -0.524398 0.812552 -5.281740 -2.634704 165.257903
16.850000 -69.762824 -48.095908 1395.072597 -0.243306 -0.075602 -0.522899 0.813427 -5.264066 -2.627937 165.291096
16.853333 -69.780344 -48.104657 1395.623622 -0.243353 -0.076401 -0.521401 0.814299 -5.248106 -2.621819 165.324248
16.856667 -69.797814 -48.113388 1396.174758 -0.243395 -0.077195 -0.519903 0.815169 -5.233945 -2.616379 165.357356
16.860000 -69.815240 -48.122101 1396.726005 -0.243433 -0.077982 -0.518406 0.816036 -5.221650 -2.611644 165.390418
16.863333 -69.832628 -48.130800 1397.277361 -0.243465 -0.078762 -0.516910 0.816900 -5.211277 -2.607633 165.423433
16.866667 -69.849985 -48.139486 1397.828827 -0.243492 -0.079536 -0.515415 0.817761 -5.202862 -2.604359 165.456398
16.870000 -69.867317 -48.148163 1398.380404 -0.243514 -0.080304 -0.513920 0.818620 -5.196423 -2.601829 165.489314
16.873333 -69.884631 -48.156833 1398.932090 -0.243532 -0.081066 -0.512427 0.819475 -5.191963 -2.600043 165.522180
16.876667 -69.901934 -48.165498 1399.483885 -0.243544 -0.081821 -0.510934 0.820328 -5.189464 -2.598994 165.554996
16.880000 -69.919231 -48.174161 1400.035789 -0.243552 -0.082570 -0.509443 0.821177 -5.188891 -2.598668 165.587763
16.883333 -69.936529 -48.182824 1400.587803 -0.243555 -0.083313 -0.507953 0.822024 -5.190192 -2.599045 165.620482
16.886667 -69.953835 -48.191489 1401.139926 -0.243554 -0.084050 -0.506465 0.822867 -5.193298 -2.600099 165.653154
16.890000 -69.971154 -48.200159 1401.692157 -0.243549 -0.084781 -0.504977 0.823708 -5.198127 -2.601797 165.685782
16.893333 -69.988492 -48.208835 1402.244498 -0.243539 -0.085505 -0.503491 0.824545 -5.204581 -2.604103 165.718367
16.896667 -70.005854 -48.217521 1402.796946 -0.243524 -0.086223 -0.502007 0.825379 -5.212554 -2.606976 165.750914
16.900000 -70.023245 -48.226216 1403.349504 -0.243506 -0.086935 -0.500524 0.826210 -5.221929 -2.610372 165.783424
16.903333 -70.040669 -48.234924 1403.902169 -0.243483 -0.087641 -0.499043 0.827038 -5.232583 -2.614244 165.815900
16.906667 -70.058131 -48.243645 1404.454943 -0.243456 -0.088341 -0.497563 0.827862 -5.244389 -2.618544 165.848346
16.910000 -70.075633 -48.252381 1405.007825 -0.243425 -0.089034 -0.496086 0.828683 -5.257219 -2.623222 165.880765
16.913333 -70.093180 -48.261134 1405.560815 -0.243390 -0.089722 -0.494610 0.829501 -5.270943 -2.628230 165.913161
16.916667 -70.110774 -48.269903 1406.113913 -0.243351 -0.090404 -0.493136 0.830316 -5.285436 -2.633520 165.945537
16.920000 -70.128418 -48.278691 1406.667118 -0.243309 -0.091079 -0.491664 0.831127 -5.300577 -2.639046 165.977895
16.923333 -70.146112 -48.287497 1407.220432 -0.243263 -0.091749 -0.490194 0.831935 -5.316250 -2.644765 166.010239
16.926667 -70.163860 -48.296323 1407.773853 -0.243213 -0.092412 -0.488726 0.832739 -5.332348 -2.650636 166.042571
16.930000 -70.181662 -48.305168 1408.327382 -0.243159 -0.093070 -0.487261 0.833540 -5.348772 -2.656621 166.074895
16.933333 -70.199519 -48.314034 1408.881019 -0.243102 -0.093721 -0.485798 0.834337 -5.365433 -2.662686 166.107211
16.936667 -70.217432 -48.322920 1409.434764 -0.243041 -0.094367 -0.484337 0.835131 -5.382250 -2.668802 166.139524
16.940000 -70.235401 -48.331826 1409.988616 -0.242977 -0.095007 -0.482879 0.835921 -5.399156 -2.674942 166.171833
16.943333 -70.253426 -48.340753 1410.542576 -0.242910 -0.095641 -0.481423 0.836708 -5.416090 -2.681084 166.204142
16.946667 -70.271508 -48.349700 1411.096644 -0.242839 -0.096269 -0.479969 0.837491 -5.433002 -2.687209 166.236450
16.950000 -70.289646 -48.358667 1411.650819 -0.242766 -0.096891 -0.478519 0.838270 -5.449853 -2.693303 166.268760
16.953333 -70.307840 -48.367655 1412.205102 -0.242689 -0.097508 -0.477071 0.839046 -5.466611 -2.699352 166.301072
16.956667 -70.326090 -48.376663 1412.759493 -0.242609 -0.098118 -0.475626 0.839818 -5.483252 -2.705349 166.333386
16.960000 -70.344395 -48.385691 1413.313991 -0.242526 -0.098723 -0.474183 0.840586 -5.499760 -2.711287 166.365704
16.963333 -70.362755 -48.394738 1413.868597 -0.242440 -0.099322 -0.472744 0.841351 -5.516124 -2.717163 166.398025
16.966667 -70.381169 -48.403805 1414.423311 -0.242351 -0.099916 -0.471308 0.842111 -5.532341 -2.722975 166.430349
16.970000 -70.399637 -48.412891 1414.978133 -0.242260 -0.100504 -0.469875 0.842868 -5.548410 -2.728723 166.462676
16.973333 -70.418158 -48.421996 1415.533063 -0.242165 -0.101086 -0.468445 0.843622 -5.564335 -2.734409 166.495008
16.976667 -70.436732 -48.431121 1416.088100 -0.242068 -0.101662 -0.467018 0.844371 -5.580123 -2.740036 166.527342
16.980000 -70.455358 -48.440263 1416.643245 -0.241969 -0.102233 -0.465594 0.845116 -5.595784 -2.745606 166.559679
16.983333 -70.474037 -48.449424 1417.198498 -0.241867 -0.102799 -0.464174 0.845858 -5.611327 -2.751125 166.592019
16.986667 -70.492767 -48.458604 1417.753858 -0.241762 -0.103358 -0.462757 0.846595 -5.626766 -2.756598 166.624362
16.990000 -70.511549 -48.467802 1418.309327 -0.241655 -0.103913 -0.461344 0.847329 -5.642112 -2.762027 166.656707
16.993333 -70.530381 -48.477017 1418.864903 -0.241546 -0.104461 -0.459934 0.848059 -5.657378 -2.767420 166.689053
16.996667 -70.549264 -48.486251 1419.420587 -0.241434 -0.105005 -0.458529 0.848785 -5.672576 -2.772780 166.721401
17.000000 -70.568198 -48.495503 1419.976379 -0.241320 -0.105543 -0.457126 0.849506 -5.687719 -2.778112 166.753751
17.003333 -70.587182 -48.504772 1420.532279 -0.241204 -0.106075 -0.455728 0.850224 -5.702817 -2.783421 166.786101
17.006667 -70.606217 -48.514059 1421.088286 -0.241086 -0.106602 -0.454333 0.850938 -5.717881 -2.788710 166.818452
17.010000 -70.625302 -48.523363 1421.644402 -0.240965 -0.107124 -0.452943 0.851647 -5.732920 -2.793984 166.850804
17.013333 -70.644436 -48.532685 1422.200625 -0.240843 -0.107640 -0.451556 0.852353 -5.747943 -2.799245 166.883156
17.016667 -70.663621 -48.542025 1422.756956 -0.240719 -0.108151 -0.450173 0.853054 -5.762956 -2.804496 166.915508
17.020000 -70.682856 -48.551382 1423.313395 -0.240592 -0.108657 -0.448795 0.853752 -5.777967 -2.809740 166.947860
17.023333 -70.702141 -48.560756 1423.869942 -0.240464 -0.109158 -0.447421 0.854445 -5.792979 -2.814979 166.980213
17.026667 -70.721476 -48.570148 1424.426597 -0.240335 -0.109653 -0.446051 0.855134 -5.807998 -2.820214 167.012565
17.030000 -70.740861 -48.579558 1424.983359 -0.240203 -0.110144 -0.444686 0.855819 -5.823027 -2.825448 167.044916
17.033333 -70.760296 -48.588985 1425.540229 -0.240070 -0.110629 -0.443324 0.856499 -5.838069 -2.830680 167.077268
17.036667 -70.779781 -48.598429 1426.097207 -0.239935 -0.111109 -0.441968 0.857176 -5.853125 -2.835912 167.109619
17.040000 -70.799317 -48.607891 1426.654293 -0.239799 -0.111584 -0.440616 0.857848 -5.868198 -2.841145 167.141969
17.043333 -70.818903 -48.617370 1427.211487 -0.239661 -0.112054 -0.439268 0.858516 -5.883287 -2.846378 167.174319
17.046667 -70.838539 -48.626867 1427.768789 -0.239522 -0.112519 -0.437926 0.859180 -5.898394 -2.851611 167.206668
17.050000 -70.858225 -48.636381 1428.326198 -0.239381 -0.112979 -0.436588 0.859839 -5.913518 -2.856845 167.239017
17.053333 -70.877962 -48.645912 1428.883716 -0.239239 -0.113434 -0.435255 0.860494 -5.928660 -2.862079 167.271364
17.056667 -70.897750 -48.655461 1429.441341 -0.239096 -0.113884 -0.433927 0.861145 -5.943819 -2.867313 167.303711
17.060000 -70.917588 -48.665028 1429.999074 -0.238952 -0.114329 -0.432604 0.861792 -5.958994 -2.872546 167.336056
17.063333 -70.937477 -48.674612 1430.556914 -0.238806 -0.114769 -0.431286 0.862434 -5.974186 -2.877777 167.368400
17.066667 -70.957416 -48.684213 1431.114863 -0.238659 -0.115205 -0.429973 0.863072 -5.989393 -2.883005 167.400742
17.070000 -70.977406 -48.693832 1431.672919 -0.238511 -0.115635 -0.428665 0.863705 -6.004614 -2.888230 167.433082
17.073333 -70.997447 -48.703468 1432.231084 -0.238363 -0.116061 -0.427363 0.864335 -6.019851 -2.893450 167.465420
17.076667 -71.017538 -48.713121 1432.789356 -0.238213 -0.116483 -0.426066 0.864959 -6.035100 -2.898665 167.497755
17.080000 -71.037681 -48.722792 1433.347735 -0.238062 -0.116899 -0.424774 0.865580 -6.050364 -2.903873 167.530087
17.083333 -71.057874 -48.732480 1433.906223 -0.237910 -0.117311 -0.423488 0.866196 -6.065640 -2.909073 167.562416
17.086667 -71.078118 -48.742186 1434.464818 -0.237758 -0.117718 -0.422207 0.866807 -6.080928 -2.914264 167.594741
17.090000 -71.098414 -48.751909 1435.023521 -0.237604 -0.118121 -0.420932 0.867414 -6.096229 -2.919445 167.627062
17.093333 -71.118760 -48.761649 1435.582332 -0.237450 -0.118519 -0.419663 0.868017 -6.111543 -2.924615 167.659378
17.096667 -71.139157 -48.771406 1436.141250 -0.237296 -0.118913 -0.418399 0.868615 -6.126868 -2.929772 167.691689
17.100000 -71.159606 -48.781181 1436.700276 -0.237140 -0.119302 -0.417141 0.869209 -6.142205 -2.934917 167.723995
17.103333 -71.180105 -48.790972 1437.259410 -0.236984 -0.119687 -0.415889 0.869799 -6.157554 -2.940047 167.756296
17.106667 -71.200656 -48.800781 1437.818652 -0.236828 -0.120067 -0.414643 0.870383 -6.172915 -2.945164 167.788591
17.110000 -71.221258 -48.810607 1438.378001 -0.236671 -0.120443 -0.413403 0.870964 -6.188287 -2.950267 167.820880
17.113333 -71.241911 -48.820449 1438.937458 -0.236513 -0.120815 -0.412170 0.871540 -6.203671 -2.955355 167.853164
17.116667 -71.262616 -48.830309 1439.497022 -0.236355 -0.121182 -0.410942 0.872111 -6.219066 -2.960431 167.885443
17.120000 -71.283372 -48.840186 1440.056694 -0.236197 -0.121545 -0.409720 0.872678 -6.234471 -2.965495 167.917717
17.123333 -71.304179 -48.850079 1440.616473 -0.236039 -0.121904 -0.408505 0.873240 -6.249886 -2.970548 167.949987
17.126667 -71.325038 -48.859989 1441.176360 -0.235880 -0.122258 -0.407297 0.873798 -6.265310 -2.975594 167.982254
17.130000 -71.345948 -48.869916 1441.736355 -0.235721 -0.122609 -0.406094 0.874351 -6.280743 -2.980635 168.014520
17.133333 -71.366909 -48.879860 1442.296457 -0.235561 -0.122955 -0.404898 0.874900 -6.296181 -2.985676 168.046786
17.136667 -71.387922 -48.889821 1442.856667 -0.235402 -0.123297 -0.403709 0.875444 -6.311624 -2.990720 168.079054
17.140000 -71.408987 -48.899798 1443.416984 -0.235242 -0.123635 -0.402526 0.875984 -6.327071 -2.995773 168.111326
17.143333 -71.430103 -48.909793 1443.977409 -0.235083 -0.123969 -0.401350 0.876519 -6.342517 -3.000842 168.143606
17.146667 -71.451270 -48.919804 1444.537942 -0.234923 -0.124299 -0.400181 0.877050 -6.357961 -3.005933 168.175896
17.150000 -71.472489 -48.929832 1445.098582 -0.234763 -0.124626 -0.399019 0.877575 -6.373401 -3.011055 168.208200
17.153333 -71.493760 -48.939878 1445.659330 -0.234603 -0.124948 -0.397863 0.878097 -6.388832 -3.016215 168.240521
17.156667 -71.515081 -48.949940 1446.220185 -0.234444 -0.125266 -0.396715 0.878614 -6.404251 -3.021423 168.272863
17.160000 -71.536455 -48.960021 1446.781149 -0.234284 -0.125580 -0.395574 0.879126 -6.419654 -3.026688 168.305230
17.163333 -71.557879 -48.970119 1447.342220 -0.234125 -0.125891 -0.394439 0.879633 -6.435038 -3.032020 168.337628
17.166667 -71.579355 -48.980234 1447.903400 -0.233966 -0.126198 -0.393312 0.880136 -6.450400 -3.037429 168.370059
17.170000 -71.600882 -48.990368 1448.464687 -0.233807 -0.126501 -0.392192 0.880635 -6.465734 -3.042925 168.402529
17.173333 -71.622460 -49.000521 1449.026083 -0.233649 -0.126800 -0.391079 0.881128 -6.481037 -3.048518 168.435042
17.176667 -71.644088 -49.010692 1449.587588 -0.233490 -0.127096 -0.389974 0.881617 -6.496306 -3.054217 168.467602
17.180000 -71.665768 -49.020882 1450.149201 -0.233332 -0.127388 -0.388876 0.882102 -6.511537 -3.060030 168.500213
17.183333 -71.687499 -49.031092 1450.710923 -0.233175 -0.127676 -0.387786 0.882582 -6.526727 -3.065965 168.532877
17.186667 -71.709280 -49.041322 1451.272753 -0.233018 -0.127961 -0.386703 0.883057 -6.541875 -3.072028 168.565598
17.190000 -71.731111 -49.051573 1451.834693 -0.232861 -0.128242 -0.385628 0.883527 -6.556978 -3.078223 168.598378
17.193333 -71.752993 -49.061844 1452.396743 -0.232705 -0.128520 -0.384560 0.883993 -6.572035 -3.084553 168.631217
17.196667 -71.774925 -49.072137 1452.958901 -0.232549 -0.128795 -0.383501 0.884455 -6.587046 -3.091018 168.664116
17.200000 -71.796906 -49.082451 1453.521170 -0.232394 -0.129065 -0.382449 0.884911 -6.602011 -3.097618 168.697075
17.203333 -71.818938 -49.092788 1454.083549 -0.232239 -0.129333 -0.381405 0.885363 -6.616933 -3.104348 168.730092
17.206667 -71.841019 -49.103147 1454.646038 -0.232085 -0.129597 -0.380369 0.885811 -6.631813 -3.111202 168.763163
17.210000 -71.863150 -49.113529 1455.208637 -0.231932 -0.129858 -0.379341 0.886253 -6.646655 -3.118172 168.796286
17.213333 -71.885330 -49.123935 1455.771346 -0.231779 -0.130115 -0.378321 0.886692 -6.661463 -3.125245 168.829456
17.216667 -71.907560 -49.134364 1456.334166 -0.231628 -0.130369 -0.377309 0.887125 -6.676242 -3.132410 168.862666
17.220000 -71.929838 -49.144818 1456.897097 -0.231477 -0.130620 -0.376305 0.887554 -6.690998 -3.139650 168.895910
17.223333 -71.952166 -49.155295 1457.460139 -0.231326 -0.130868 -0.375310 0.887978 -6.705738 -3.146949 168.929180
17.226667 -71.974543 -49.165797 1458.023292 -0.231177 -0.131113 -0.374323 0.888397 -6.720469 -3.154289 168.962468
17.230000 -71.996969 -49.176324 1458.586556 -0.231028 -0.131354 -0.373344 0.888812 -6.735199 -3.161650 168.995767
17.233333 -72.019445 -49.186875 1459.149930 -0.230881 -0.131593 -0.372374 0.889222 -6.749934 -3.169012 169.029066
17.236667 -72.041969 -49.197451 1459.713416 -0.230734 -0.131828 -0.371413 0.889627 -6.764684 -3.176355 169.062357
17.240000 -72.064543 -49.208051 1460.277013 -0.230588 -0.132060 -0.370460 0.890027 -6.779455 -3.183661 169.095631
17.243333 -72.087165 -49.218675 1460.840720 -0.230444 -0.132289 -0.369515 0.890423 -6.794254 -3.190910 169.128881
17.246667 -72.109838 -49.229323 1461.404539 -0.230300 -0.132516 -0.368580 0.890814 -6.809089 -3.198087 169.162098
17.250000 -72.132559 -49.239995 1461.968467 -0.230158 -0.132739 -0.367653 0.891201 -6.823965 -3.205174 169.195275
17.253333 -72.155331 -49.250691 1462.532507 -0.230016 -0.132960 -0.366735 0.891583 -6.838888 -3.212160 169.228406
17.256667 -72.178152 -49.261410 1463.096657 -0.229876 -0.133177 -0.365826 0.891960 -6.853862 -3.219032 169.261487
17.260000 -72.201023 -49.272151 1463.660917 -0.229737 -0.133392 -0.364926 0.892332 -6.868891 -3.225783 169.294512
17.263333 -72.223945 -49.282915 1464.225287 -0.229599 -0.133604 -0.364035 0.892699 -6.883976 -3.232406 169.327479
17.266667 -72.246917 -49.293700 1464.789767 -0.229463 -0.133813 -0.363154 0.893062 -6.899120 -3.238898 169.360386
17.270000 -72.269939 -49.304507 1465.354356 -0.229328 -0.134020 -0.362281 0.893420 -6.914324 -3.245257 169.393232
17.273333 -72.293012 -49.315335 1465.919055 -0.229194 -0.134224 -0.361418 0.893774 -6.929586 -3.251484 169.426016
17.276667 -72.316136 -49.326183 1466.483863 -0.229061 -0.134425 -0.360564 0.894122 -6.944906 -3.257582 169.458740
17.280000 -72.339312 -49.337052 1467.048779 -0.228930 -0.134623 -0.359719 0.894466 -6.960283 -3.263555 169.491405
17.283333 -72.362538 -49.347940 1467.613805 -0.228799 -0.134820 -0.358884 0.894805 -6.975713 -3.269409 169.524013
17.286667 -72.385816 -49.358848 1468.178939 -0.228671 -0.135013 -0.358058 0.895140 -6.991195 -3.275153 169.556568
17.290000 -72.409146 -49.369774 1468.744182 -0.228543 -0.135204 -0.357242 0.895470 -7.006725 -3.280793 169.589073
17.293333 -72.432528 -49.380720 1469.309533 -0.228416 -0.135393 -0.356436 0.895795 -7.022299 -3.286341 169.621532
17.296667 -72.455962 -49.391683 1469.874992 -0.228291 -0.135580 -0.355639 0.896115 -7.037914 -3.291804 169.653949
17.300000 -72.479448 -49.402665 1470.440559 -0.228167 -0.135764 -0.354852 0.896431 -7.053564 -3.297195 169.686329
17.303333 -72.502986 -49.413664 1471.006234 -0.228044 -0.135946 -0.354075 0.896742 -7.069247 -3.302523 169.718676
17.306667 -72.526576 -49.424682 1471.572017 -0.227921 -0.136126 -0.353307 0.897048 -7.084957 -3.307800 169.750995
17.310000 -72.550219 -49.435716 1472.137908 -0.227800 -0.136304 -0.352549 0.897350 -7.100690 -3.313037 169.783293
17.313333 -72.573914 -49.446768 1472.703906 -0.227679 -0.136480 -0.351801 0.897648 -7.116440 -3.318245 169.815574
17.316667 -72.597662 -49.457838 1473.270012 -0.227560 -0.136654 -0.351063 0.897940 -7.132202 -3.323437 169.847845
17.320000 -72.621462 -49.468925 1473.836225 -0.227441 -0.136826 -0.350335 0.898229 -7.147972 -3.328626 169.880110
17.323333 -72.645315 -49.480029 1474.402546 -0.227322 -0.136997 -0.349617 0.898512 -7.163743 -3.333823 169.912378
17.326667 -72.669220 -49.491150 1474.968974 -0.227204 -0.137165 -0.348909 0.898792 -7.179509 -3.339041 169.944654
17.330000 -72.693178 -49.502289 1475.535510 -0.227087 -0.137332 -0.348211 0.899066 -7.195264 -3.344296 169.976946
17.333333 -72.717189 -49.513446 1476.102154 -0.226971 -0.137497 -0.347523 0.899337 -7.211001 -3.349600 170.009260
17.336667 -72.741251 -49.524620 1476.668905 -0.226855 -0.137660 -0.346845 0.899603 -7.226714 -3.354968 170.041603
17.340000 -72.765367 -49.535812 1477.235764 -0.226740 -0.137822 -0.346177 0.899864 -7.242396 -3.360415 170.073984
17.343333 -72.789534 -49.547023 1477.802732 -0.226626 -0.137982 -0.345519 0.900121 -7.258039 -3.365956 170.106409
17.346667 -72.813753 -49.558252 1478.369807 -0.226513 -0.138140 -0.344871 0.900374 -7.273635 -3.371608 170.138886
17.350000 -72.838025 -49.569500 1478.936991 -0.226401 -0.138296 -0.344233 0.900622 -7.289178 -3.377384 170.171423
17.353333 -72.862348 -49.580768 1479.504284 -0.226290 -0.138451 -0.343605 0.900866 -7.304659 -3.383301 170.204026
17.356667 -72.886722 -49.592056 1480.071685 -0.226180 -0.138603 -0.342988 0.901105 -7.320073 -3.389373 170.236702
17.360000 -72.911148 -49.603364 1480.639195 -0.226072 -0.138754 -0.342380 0.901340 -7.335411 -3.395613 170.269457
